343.023	347.333	762.245	359.539	342.546	859.084	268.017	381.849	
693.001	614.86	656.757	636.658	475.758	490.499	558.069	786.985	
272.611	542.609	339.282	397.847	425.022	268.337	634.634	218.048	
176.647	177.553	271.488	309.091	577.17	290.043	419.297	223.946	
703.082	566.74	444.617	443.636	529.918	697.775	635.525	522.311	
541.503	653.852	429.516	695.708	825.204	749.947	956.45	807.055	
117.987	407.103	321.254	449.205	679.224	794.346	725.547	225.887	
346.342	661.375	317.405	398.393	567.48	362.592	469.307	813.173	
941.47	983.627	866.63	893.741	890	1006.4	1032.22	1466.62	
759.539	528.535	792.569	536.733	512.306	529.371	568.001	1034.66	
628.475	593.266	483.741	917.146	906.104	865.691	799.033	1307.7	
596.257	777.159	496.955	638.421	826.71	521.177	1023.3	696.785	
801.963	822.708	908.559	592.551	910.74	935.513	1194.76	733.834	
693.265	899.494	487.625	849.904	1174.88	1748.76	1348.77	1468.1	
883.62	1043.8	696.087	716.26	1296.06	1056.41	1190.55	1039.35	
506.451	410.542	310.097	464.999	655.147	722.781	424.986	849.556	
1511.28	1657.21	1387.2	1857.71	997.647	1948.71	2236.54	1861.23	
501.767	979.4	555.428	431.727	788.807	912.739	809.027	1362.31	
1199.35	1210.48	813.477	1240.86	1152.19	1310.76	1436.38	1510.58	
676.062	191.76	806.895	801.82	997.032	879.204	720.936	1300.25	
518.106	1073.27	1425.7	727.382	1249.52	1670	1145.32	1630.42	
1692.85	1428.02	1775.73	1561	2202.55	2359.57	1511.18	1605.5	
872.584	584.616	690.812	1063.5	643.97	1047.06	1182	710.651	
1096.96	800.626	560.808	1450.58	1106.48	1561.27	1057.88	962.21	
2501.6	2261.73	1607.92	820.346	2681.66	2025.64	3163.16	2748.67	
1100.85	1049.73	1598.46	1234.55	1867.39	2225.01	1690.49	1651.64	
1712.47	1511.69	790.962	1246.74	1488.72	1210.83	1392.11	932.344	
664.088	990.291	1175.94	712.512	1506.36	1541.84	1026.02	237.306	
2050.45	2369.8	1361.22	4232.36	2337.5	1930.84	1850.21	3065.71	
2713.83	2288.95	1480.75	1846.22	2530.94	2758.52	2437.06	3514.66	
480.751	1331.69	2556.75	1519.67	1746.4	2631.28	1515.64	2775.66	
1774.31	2794.23	2070.56	2377.68	1988.31	2745.68	3166.73	2541.67	
