103.498	43.0166	139.952	48.7815	18.757	93.0596	8.13549	5.51421	
13.69	30.0915	50.3102	24.6519	32.2607	27.2066	41.3029	56.7533	
45.7843	29.0108	112.411	92.7073	34.2416	40.8579	11.5169	26.7749	
29.5639	19.9111	29.0059	29.4281	47.5149	7.27796	22.7701	13.8668	
28.7427	33.1675	49.0251	12.8343	17.2197	35.6681	48.5145	17.2402	
55.7859	43.9422	44.741	90.6035	76.0065	17.1484	32.3052	16.8245	
11.6683	16.7249	32.5124	26.7345	27.7616	26.5224	25.0173	49.7877	
13.3039	160.099	76.3847	37.5034	24.8821	19.696	27.5442	37.1241	
76.4926	37.4083	26.6438	74.5441	25.0515	33.4943	26.9978	60.2778	
107.023	37.2928	13.7046	31.9544	30.6384	14.2487	14.9258	29.6793	
61.0041	35.4771	83.6572	52.8039	42.0048	26.7353	18.6799	45.0721	
48.8702	52.9415	56.2958	56.4718	32.8589	27.5896	31.3161	27.8188	
59.3259	79.9523	111.222	41.7917	39.9022	39.7796	178.23	42.2534	
64.2066	62.904	124.631	64.785	37.9775	57.0296	81.089	96.0624	
92.5694	13.0448	121.578	71.9485	79.496	60.7608	21.0035	83.0282	
34.6188	11.2102	29.3677	59.1399	25.6638	18.6611	25.8999	24.7766	
52.8293	56.1406	181.62	159.201	37.7965	187.899	131.944	44.4	
43.3662	197.675	37.24	9.38615	27.2573	61.8584	45.1734	150.936	
67.3016	155.799	85.4073	64.8845	107.287	139.314	51.9694	35.9249	
36.0409	40.2123	48.6335	98.4255	125.655	30.5659	26.2129	60.7018	
187.315	67.9614	287.006	41.6357	203.304	205.392	50.8505	75.1938	
231.777	44.6701	387.637	274.575	191.167	51.4382	73.2875	53.3273	
59.1845	25.6207	22.3876	110.113	111.623	36.2305	44.1678	47.0509	
62.0188	169.006	162.656	178.274	26.9063	82.4862	32.6024	39.9576	
289.312	178.496	217.927	359.643	427.439	58.1718	133.516	204.735	
127.838	54.7476	192.186	72.8514	155.918	178.725	181.769	141.285	
139.719	69.342	124.734	76.2476	21.3863	87.2146	70.7277	57.7505	
46.2037	110.304	79.1243	89.1713	15.9376	87.6552	119.19	23.1096	
155.782	203.915	373.469	730.393	214.161	120.128	203.932	159.978	
167.529	105.008	264.049	137.459	109.321	114.473	468.149	192.464	
140.376	75.2546	186.782	74.1337	188.528	192.42	96.9749	178.53	
121.197	233.964	139.331	115.956	140.672	76.7713	68.9496	142.705	
