1474	2748	1570	2181	1519	2017	1553	2420	1561	2238	1487	2385	
1466	2971	1506	2238	1458	2311	1518	2434	1530	2305	1477	2523	
		1482	3014	1407	3216	1487	2539	1529	2424	1466	2567	
		1409	3228	1387	3512	1404	2645	1506	2431	1420	2824	
						1363	2734	1477	2490	1388	2826	
								1477	2523	1376	3112	
								1442	2614			
								1363	2734			
